DEPTH,BS,CALI,CHR1,CHR2,CHRP,CHRS,DRHO,DT1R,DT2,DT2R,DT4P,DT4S,GR,HD1,HD2,HD3,NPOR,PEF,RHOB,SPR1,TENS,VPVS
2543.8608,311.1,308.8066,0.9573,0.9439,0.8509,0.5241,-1.9875,488.6087,452.2382,477.397,208.4227,380.7006,65.1539,316.3712,304.9239,300.6481,0.3202,3.6315,2502.2625,46.6812,6221.0,2.1698
2544.0132,311.1,308.3479,0.9265,0.9446,0.5644,0.0,-4.9303,478.3656,435.3639,457.363,217.792,376.2127,51.0437,315.19,302.576,299.8063,0.3467,3.5526,2444.04,48.6116,6187.0,1.999
2544.1656,311.1,308.9393,0.9238,0.9463,0.5563,0.0,-11.406,455.1382,429.431,451.1303,227.92,383.5022,42.0359,315.19,300.7233,299.2745,0.3982,3.0852,2387.9597,50.9085,6237.0,1.8841
2544.318,311.1,307.3383,0.937,0.9537,0.5913,0.0,-8.9491,458.2279,432.7107,453.6227,233.3952,382.8955,40.3678,314.4931,303.3744,299.0114,0.3309,2.9425,2392.8855,49.0916,6223.0,1.854
2544.4704,311.1,309.421,0.9426,0.9588,0.5303,0.0,0.9663,460.2367,438.7383,460.9079,236.1805,380.9576,41.7023,314.1704,306.7644,297.3228,0.1478,2.9067,2475.2629,46.5062,6266.0,1.8576
2544.6228,311.1,308.4147,0.9487,0.948,0.5889,0.5328,6.7136,465.2396,455.825,481.1834,241.0039,400.9785,46.7066,313.8789,304.7577,297.9109,0.0893,3.2075,2522.0203,43.0288,6286.0,1.8914
2544.7752,311.1,308.9605,0.9604,0.9557,0.7464,0.691,0.9666,485.8924,469.3465,495.4571,234.6606,393.1844,53.1566,313.3645,304.7577,298.0428,0.1697,3.1223,2465.9229,33.6764,6232.0,2.0001
2544.9276,311.1,308.866,0.9647,0.9574,0.8042,0.7385,-7.0966,493.1214,474.5494,500.9495,219.1683,386.1691,59.5477,313.9018,302.6296,296.7177,0.3018,3.0943,2386.1167,31.5503,6311.0,2.1652
2545.08,311.1,308.8491,0.9689,0.9629,0.8967,0.7661,-5.1079,500.1083,480.741,507.4855,225.4131,389.4595,62.9952,316.4593,303.3811,298.0307,0.3584,3.081,2366.6272,30.8755,6238.0,2.1327
2545.2324,311.1,308.9605,0.9673,0.9409,0.9181,0.8062,-3.8889,515.8238,488.2077,517.5529,223.8026,384.623,62.1055,315.19,303.5702,297.6531,0.3393,3.2422,2389.9128,33.6481,6201.0,2.1814
2545.3848,311.1,309.2596,0.9556,0.9391,0.8903,0.8421,-3.6738,497.2556,485.991,515.2031,222.9377,382.5147,64.0941,316.2001,302.9446,298.3158,0.2928,3.3874,2412.0667,36.256,6272.0,2.1799
2545.5372,311.1,309.3856,0.9565,0.9518,0.9251,0.8059,-8.9397,487.7961,483.085,512.1224,224.5603,387.0808,66.4295,314.3446,302.9889,298.4414,0.2866,3.5707,2415.7795,55.711,6199.0,2.1512
2545.6896,311.1,308.3554,0.9642,0.9519,0.9273,0.755,-5.9559,513.6088,483.7082,512.783,233.7603,397.1974,70.4329,313.4774,302.3632,298.8992,0.323,3.6858,2418.5415,45.6274,6245.0,2.0692
2545.842,311.1,309.0162,0.9714,0.9649,0.9813,0.8248,-6.7335,537.8439,507.2189,537.7069,233.6911,396.8488,66.6127,314.922,299.9834,297.4503,0.3265,3.7052,2425.0029,35.4993,6283.0,2.1705
2545.9944,311.1,308.8491,0.9789,0.9686,0.9815,0.8349,-5.9908,556.2211,520.2032,551.0627,236.6981,400.1436,56.1919,315.2528,302.3987,299.0539,0.313,3.6851,2394.3232,33.8935,6247.0,2.1977
2546.1468,311.1,308.2128,0.9789,0.9688,0.9812,0.8332,-5.7123,556.2357,520.2277,551.0886,239.2908,403.3726,45.9609,311.9891,303.4541,298.2873,0.3315,3.2013,2317.3545,28.5061,6313.0,2.174
2546.2992,311.1,308.6602,0.979,0.9688,0.9706,0.8206,-7.1101,556.3897,520.3121,551.178,233.9799,398.4715,46.9618,311.7205,303.7768,281.5149,0.3444,2.8314,2233.7756,32.5653,6339.0,2.2237
2546.4516,311.1,308.4036,0.9789,0.9695,0.9817,0.8242,-7.2039,556.2025,521.4996,552.436,237.7162,407.765,56.6956,313.1157,305.1799,298.3928,0.3446,2.4329,2178.7927,39.272,6365.0,2.1938
2546.604,311.1,309.0811,0.9794,0.9718,0.9616,0.819,-3.354,557.6193,527.5302,558.8243,296.8167,518.355,67.1491,313.8123,304.9492,299.5763,0.3279,2.3991,2170.9585,29.184,6434.0,1.7773
2546.7564,311.1,308.3702,0.979,0.9725,0.9533,0.8085,-2.4839,564.1237,526.9641,558.2247,295.5591,515.4416,74.8878,314.1882,304.7577,299.5763,0.3236,2.508,2189.2791,30.1353,6305.0,1.7829
2546.9088,311.1,308.8066,0.9733,0.9656,0.9222,0.8003,-2.9686,563.2029,524.7531,555.8825,288.8706,514.6139,77.6876,314.8665,306.0754,299.5763,0.2957,2.8859,2250.801,28.8028,6267.0,1.8166
2547.0612,311.1,309.6845,0.9657,0.9529,0.9198,0.7722,2.9245,548.2119,503.7032,533.9798,286.0392,510.5052,80.1341,316.2794,307.2603,299.5763,0.3032,3.4221,2345.0498,28.8263,6284.0,1.761
2547.2136,311.1,309.7566,0.9598,0.9471,0.9404,0.7565,6.4729,525.6246,493.2613,522.9103,284.5872,504.7726,79.6239,315.2839,308.1936,301.9396,0.3411,3.6226,2436.3206,42.9555,6325.0,1.7333
2547.366,311.1,309.7402,0.9681,0.9553,0.9406,0.7958,7.6925,521.218,496.9646,526.8363,285.0243,501.2493,79.4015,316.2184,307.3176,301.9396,0.3141,3.8729,2495.7415,51.6993,6442.0,1.7436
2547.5184,311.1,309.8516,0.9764,0.9611,0.9321,0.8029,8.7839,522.3145,489.3468,518.7606,288.4037,503.9339,75.8428,316.9167,308.4438,302.0708,0.3481,4.0147,2523.8977,38.9216,6415.0,1.6967
2547.6708,311.1,310.6086,0.9789,0.9651,0.9398,0.7845,8.59,526.5845,492.2922,521.883,286.6929,506.5705,67.3519,316.5011,305.4445,301.6563,0.3919,4.2192,2490.6973,40.4589,6434.0,1.7171
2547.8232,311.1,308.4147,0.978,0.9661,0.9358,0.7903,-1.044,532.9982,493.7106,523.3867,284.1318,502.3661,60.7906,317.952,306.1134,301.5906,0.3935,3.4051,2377.2512,28.6973,6471.0,1.7376
2547.9756,311.1,308.7377,0.9731,0.973,0.9264,0.7206,-8.382,535.6596,494.1834,523.8878,284.4034,500.2654,64.0156,315.0089,303.5063,299.5763,0.3004,3.1463,2314.5605,34.7701,6467.0,1.7376
2548.128,311.1,308.8491,0.9814,0.9666,0.9068,0.6765,-4.2138,535.4402,528.59,559.947,282.2383,495.0125,74.7962,316.33,302.0031,299.0505,0.2933,2.9977,2343.4485,33.1081,6364.0,1.8729
2548.2804,311.1,309.6378,0.9687,0.9714,0.9083,0.7776,5.0942,536.4838,528.8396,560.2114,280.4215,490.7728,82.8031,317.0949,304.8678,299.9244,0.3095,3.7344,2442.2356,34.1193,6358.0,1.8859
2548.4328,311.1,309.6845,0.9532,0.9464,0.906,0.7362,7.1751,521.4116,504.9035,535.2523,279.4994,488.2758,86.0281,317.6664,306.2578,301.99,0.347,3.9619,2510.2349,38.1171,6276.0,1.8065
2548.5852,311.1,309.2596,0.9699,0.9588,0.9184,0.7273,4.5404,518.1123,499.3432,529.3577,283.7328,493.3378,83.2021,319.206,306.4545,300.9892,0.3183,4.0185,2501.0276,43.7732,6271.0,1.7599
2548.7376,311.1,309.274,0.9689,0.9469,0.9409,0.6803,4.1351,518.1494,496.6187,526.4695,287.3648,499.9854,80.8668,317.5411,304.3824,300.7899,0.324,3.9725,2481.6396,51.2069,6261.0,1.7282
2548.89,311.1,308.2962,0.9752,0.9508,0.9364,0.6975,0.5097,519.7061,497.2983,527.19,290.9569,510.1376,72.1926,316.0174,304.455,300.2598,0.3084,4.1277,2465.968,48.7708,6171.0,1.7092
2549.0424,311.1,309.1624,0.9779,0.9504,0.9556,0.6832,1.2553,522.1952,501.9142,532.0833,289.9167,507.9212,67.9471,317.9134,304.4125,299.4985,0.3315,4.0899,2445.1553,54.7225,6238.0,1.7312
2549.1948,311.1,308.6878,0.9837,0.9563,0.9454,0.7081,0.9759,534.327,499.4038,529.422,294.155,518.9261,66.6127,316.6057,304.1321,299.5488,0.347,3.8567,2416.2178,42.259,6291.0,1.6978
2549.3472,311.1,308.6263,0.9827,0.9604,0.958,0.7417,-0.9152,541.3336,506.4852,536.9291,297.9961,521.236,63.4073,315.2596,303.124,298.656,0.3293,3.7435,2382.5881,44.2656,6154.0,1.6996
2549.4996,311.1,309.0811,0.9823,0.9602,0.9559,0.7196,-1.0154,546.1063,512.1583,542.5406,300.1115,527.4047,56.4012,316.5206,303.2492,299.5763,0.3078,3.2963,2350.8833,39.0378,6286.0,1.7066
2549.652,311.1,308.2591,0.9843,0.9662,0.9575,0.7544,-2.3677,559.1493,530.218,561.6715,297.9377,528.4524,48.0607,315.238,300.9793,299.4985,0.351,3.1203,2300.3281,44.1412,6313.0,1.7796
2549.8044,311.1,309.0215,0.9849,0.9682,0.9575,0.7544,-6.5109,561.2476,528.0262,559.3497,296.011,526.6367,47.0402,315.2439,301.2554,298.2613,0.3286,2.8188,2242.8862,35.317,6327.0,1.7838
2549.9568,311.1,308.9605,0.9843,0.9809,0.9368,0.7885,-8.7661,564.5952,530.2098,561.6629,293.8902,522.8926,53.6865,315.735,302.5137,298.3928,0.2854,2.8764,2222.5171,33.6926,6410.0,1.8041
2550.1092,311.1,309.914,0.978,0.9735,0.9106,0.7984,-4.5619,561.5916,559.3375,591.829,290.1583,519.2363,63.0279,316.2829,302.3009,297.1313,0.2969,3.0036,2264.0715,30.8012,6230.0,1.9277
2550.2616,311.1,310.1667,0.9756,0.9674,0.9152,0.7781,-0.2459,559.5426,551.2264,583.2466,289.9219,519.6345,70.3675,316.36,302.3816,253.5504,0.305,3.3168,2336.8997,30.957,6266.0,1.9013
2550.414,311.1,308.7932,0.974,0.9627,0.9136,0.7439,4.5412,557.8206,533.2415,564.8744,291.5714,518.957,74.9532,316.36,303.6318,297.7121,0.3223,3.6141,2402.0359,37.5744,6370.0,1.8289
2550.5664,311.1,310.111,0.9757,0.9656,0.9316,0.7475,3.3311,558.4132,534.2138,565.9044,294.552,523.3215,74.6457,316.4709,303.5508,297.6577,0.3317,3.6596,2421.5007,42.7747,6208.0,1.8136
2550.7188,311.1,309.5191,0.9783,0.9637,0.9265,0.7413,3.8605,559.7245,539.2841,571.2755,296.2456,526.4138,73.0888,315.408,303.6757,297.3716,0.3425,3.695,2416.3479,41.4784,6249.0,1.8204
2550.8712,311.1,309.7959,0.9778,0.9599,0.9322,0.708,2.528,562.6937,549.4713,581.3895,298.619,523.9656,71.6431,315.6009,302.3816,296.5263,0.3295,3.5966,2398.7065,30.052,6217.0,1.84
2551.0236,311.1,310.5489,0.9739,0.9573,0.9396,0.6802,-0.7613,563.2557,545.5745,577.2665,296.1161,524.6288,73.0627,316.2625,302.3816,295.8906,0.3426,3.5938,2362.3252,29.3887,6193.0,1.8424
2551.176,311.1,309.4265,0.9703,0.9581,0.9191,0.6491,-1.1312,562.7526,539.0891,571.069,295.9486,530.6184,77.6221,315.864,302.3535,295.8906,0.3598,3.3887,2337.3062,32.9642,6280.0,1.8216
2551.3284,311.1,310.6131,0.9698,0.9649,0.948,0.6103,0.9952,559.5369,534.4722,566.1782,297.728,522.1606,78.9828,316.9058,303.4539,295.688,0.3449,3.2652,2347.7937,47.7205,6263.0,1.7952
2551.4808,311.1,310.0739,0.9757,0.9631,0.9601,0.6123,5.4245,558.9915,535.5517,567.3217,297.8967,524.2119,77.8707,317.3968,304.2034,295.8655,0.3101,3.3781,2395.5869,39.5296,6273.0,1.7978
2551.6332,311.1,310.4691,0.9793,0.9548,0.9341,0.6326,8.0284,562.4894,526.2646,557.4837,300.6794,536.0184,73.4225,317.3347,304.3814,296.2055,0.3697,3.7998,2430.501,40.116,6277.0,1.7503
2551.7856,311.1,310.13,0.9769,0.9561,0.9603,0.6576,5.3655,561.9379,527.176,558.4492,304.7542,544.822,67.7247,316.4504,306.004,298.4419,0.4318,3.7963,2390.1794,27.3226,6270.0,1.7298
2551.938,311.1,310.033,0.9767,0.9587,0.9486,0.6363,-5.1281,561.5526,532.8563,564.4665,304.7768,549.0182,66.6127,314.1612,304.2565,297.0822,0.3736,3.4688,2327.7563,37.547,6308.0,1.7483
2552.0904,311.1,310.111,0.9827,0.9782,0.9654,0.6483,-7.5474,562.3986,556.3193,588.6354,304.1965,539.0452,66.0566,313.839,304.8809,296.034,0.3229,3.3262,2300.9219,29.977,6341.0,1.8288
2552.2428,311.1,309.1851,0.9851,0.9779,0.9628,0.717,-5.8908,562.5607,551.5992,583.6411,298.1331,535.0435,69.4517,314.1704,304.6955,297.0299,0.3203,3.3239,2329.4263,35.4476,6286.0,1.8502
2552.3952,311.1,309.7959,0.9809,0.9746,0.9483,0.7526,-4.358,562.6703,540.0198,572.0549,294.2046,520.5308,67.1164,316.4504,303.5702,296.4966,0.3438,3.7264,2379.2476,29.0669,6384.0,1.8355
2552.5476,311.1,310.4494,0.9807,0.972,0.9491,0.7429,-6.7833,560.5598,526.5901,557.8286,291.5479,516.8265,66.6715,316.3164,303.4382,298.2822,0.3413,3.7166,2397.3501,38.0638,6365.0,1.8062
2552.7,311.1,309.7599,0.9824,0.9747,0.929,0.7046,-2.2119,559.3737,531.5772,563.1115,292.9546,518.8759,64.7222,317.7894,302.9348,299.6674,0.3242,3.7766,2404.6753,27.4415,6246.0,1.8145
2552.8524,311.1,310.847,0.9845,0.976,0.9419,0.7667,-3.8813,559.0385,532.0481,563.6102,293.4718,522.64,66.5015,315.9799,300.8572,298.9426,0.315,3.5176,2400.7905,37.7899,6284.0,1.8129
2553.0048,311.1,309.9823,0.985,0.9655,0.9289,0.7378,-3.6553,561.0251,534.9508,566.6852,298.0272,530.7637,70.7273,316.2001,300.435,299.4166,0.3396,3.5247,2423.3088,29.4956,6285.0,1.795
2553.1572,311.1,310.8363,0.9702,0.9632,0.9428,0.7587,-1.2987,563.4644,539.0946,571.0748,297.7629,531.5323,70.5834,317.9232,300.435,298.4981,0.331,3.5218,2426.8115,35.3185,6258.0,1.8105
2553.3096,311.1,310.1722,0.9677,0.9574,0.922,0.7258,0.7039,564.4933,535.8875,567.6775,295.8527,532.7623,70.6946,317.3638,301.4102,298.8171,0.3419,3.7536,2430.0598,41.4855,6319.0,1.8113
2553.462,311.1,309.963,0.9656,0.964,0.9284,0.7569,-5.3875,574.0511,533.5134,565.1625,296.9052,529.8421,68.6929,316.6043,301.4846,299.4776,0.3917,3.8324,2401.1948,35.1093,6249.0,1.7969
2553.6144,311.1,309.5785,0.9685,0.9701,0.9339,0.7657,-7.2127,565.3644,531.9474,563.5036,296.6003,528.7891,68.7256,317.6989,301.1699,298.7729,0.3837,3.9095,2389.7007,40.6515,6272.0,1.7935
2553.7668,311.1,309.6845,0.9717,0.9662,0.8798,0.75,-9.2963,564.8848,534.6414,566.3574,296.7201,526.9739,68.0911,316.7709,302.4369,298.408,0.3396,3.7085,2376.2766,31.1059,6330.0,1.8018
2553.9192,311.1,310.0925,0.9701,0.9573,0.8641,0.6524,-9.0403,562.6595,533.1552,564.7831,294.5237,528.4145,69.2031,317.8666,301.8777,299.3365,0.3118,3.6,2384.0073,32.5042,6254.0,1.8102
2554.0716,311.1,309.3708,0.969,0.9515,0.8065,0.7196,-9.0374,561.7645,530.9653,562.4633,292.6474,522.419,70.204,316.2537,303.6211,297.1313,0.3892,3.7514,2401.3604,38.5359,6330.0,1.8144
2554.224,311.1,310.033,0.966,0.9563,0.872,0.8118,-9.3412,560.0556,525.2043,556.3605,291.9854,516.4145,70.9497,316.7538,303.6966,296.5069,0.3534,3.6895,2378.8162,37.3281,6230.0,1.7987
2554.3764,311.1,309.7402,0.9661,0.9575,0.9051,0.7973,-10.9752,561.2634,521.5197,552.4572,290.1996,517.1192,71.9048,316.0685,303.5605,296.183,0.3375,3.7177,2364.5063,43.7286,6243.0,1.7971
2554.5288,311.1,309.6378,0.9732,0.9589,0.8899,0.7168,-9.824,561.4203,523.5044,554.5598,288.899,521.1631,73.4617,316.3692,302.8314,296.3204,0.3892,3.4497,2365.7466,37.1738,6270.0,1.8121
2554.6812,311.1,309.8516,0.9734,0.9704,0.8541,0.5942,-7.6877,566.0762,524.4471,555.5584,288.4548,519.5154,72.6833,316.4942,302.5595,297.6367,0.3725,3.5514,2409.1946,37.2703,6179.0,1.8181
2554.8336,311.1,310.0743,0.9673,0.9667,0.8774,0.6223,-2.9019,568.4261,527.3034,558.5841,292.1802,521.6747,69.8377,317.4448,303.4061,297.1814,0.3625,3.4195,2425.5879,31.705,6246.0,1.8047
2554.986,311.1,310.39,0.9771,0.9593,0.9,0.6268,-6.6673,574.9931,554.7611,586.9867,291.8396,524.9268,73.1739,316.4325,303.4338,297.2585,0.3387,3.1788,2408.2651,31.7997,6257.0,1.9009
2555.1384,311.1,310.2316,0.9772,0.9583,0.9105,0.6245,-5.5323,577.6549,558.5511,590.9968,291.1568,528.1239,82.404,316.382,304.6746,296.7868,0.3603,3.1945,2407.0874,38.128,6257.0,1.9184
2555.2908,311.1,310.4085,0.9755,0.9465,0.8952,0.6091,-2.7871,579.6306,560.8757,593.4565,293.7394,530.7983,88.2849,316.4415,304.6238,297.2585,0.4059,3.3545,2438.1785,28.9833,6346.0,1.9094
2555.4432,311.1,310.5285,0.9608,0.9181,0.8954,0.6546,1.9017,573.5215,533.2354,564.868,300.2081,528.5577,91.7323,317.3347,304.9984,297.2585,0.4269,3.8213,2481.6899,28.3393,6507.0,1.7762
2555.5956,311.1,310.6313,0.9547,0.9168,0.8984,0.7301,-3.3482,563.9163,524.9327,556.0728,300.2566,530.5402,87.2841,317.4236,304.9524,297.1814,0.4139,3.7883,2483.8286,49.6758,6517.0,1.7483
2555.748,311.1,311.0444,0.9647,0.933,0.9283,0.7493,-3.2976,559.5643,503.4093,533.6682,303.611,535.0743,86.0739,317.0936,305.4976,297.5217,0.3768,3.8314,2486.3699,54.6567,6522.0,1.6581
2555.9004,311.1,310.4642,0.9777,0.9495,0.9481,0.746,-5.3166,557.5206,510.1582,540.8229,306.1951,538.63,73.9523,316.9596,305.1306,297.5217,0.404,4.1261,2459.072,49.3513,6414.0,1.6661
2556.0528,311.1,309.6288,0.9784,0.9535,0.9462,0.7356,-7.9814,559.3256,517.8792,548.6008,309.1532,539.1215,59.8291,314.1474,304.8456,297.1814,0.4235,3.5396,2365.3813,56.1927,6263.0,1.6752
2556.2052,311.1,308.2128,0.9799,0.9767,0.9716,0.7521,-14.2297,563.5947,528.996,560.3771,308.9781,535.7104,44.8161,314.0453,303.6318,297.2585,0.3454,3.0248,2255.5964,46.4859,6262.0,1.7121
2556.3576,311.1,308.3479,0.981,0.9781,0.9603,0.7512,-13.8082,564.9503,532.2169,563.789,305.8629,532.2114,39.5894,312.9006,303.4997,295.816,0.3287,2.4673,2180.8135,40.828,6221.0,1.7401
2556.51,311.1,308.4593,0.9829,0.9794,0.9445,0.7256,-9.7491,567.9795,541.0884,573.1868,306.5577,528.11,45.5946,313.1509,304.3741,296.3483,0.3278,2.3851,2163.9626,31.899,6245.0,1.765
2556.6624,311.1,308.9026,0.9773,0.9702,0.9385,0.7114,-4.5171,573.4123,564.8579,597.6699,295.8623,524.9847,56.0611,313.5751,305.9149,296.0082,0.3676,2.5449,2198.4646,40.1165,6242.0,1.9092
2556.8148,311.1,308.7472,0.9717,0.9579,0.9365,0.6775,-1.12,578.7908,545.1493,576.8165,291.3375,520.8098,68.5163,314.9936,306.1288,297.5324,0.374,2.9527,2273.853,40.2639,6215.0,1.8712
2556.9672,311.1,308.5926,0.9711,0.9562,0.8766,0.6805,5.4482,562.3891,531.109,562.6155,292.8547,524.2079,74.9663,314.1803,305.9429,297.1814,0.3569,3.4467,2385.5088,51.6357,6229.0,1.8136
2557.1196,311.1,309.3856,0.9778,0.9601,0.8984,0.6111,10.6778,557.1275,523.3714,554.4188,296.9179,533.3364,73.8411,314.2282,304.9777,297.2585,0.3834,3.606,2453.6228,52.966,6254.0,1.7627
2557.272,311.1,308.866,0.9805,0.964,0.8757,0.6679,4.344,558.4714,530.7117,562.1946,301.0712,544.8947,66.8482,315.19,306.9286,297.6531,0.4006,3.3826,2424.7271,51.1949,6245.0,1.7627
2557.4244,311.1,308.515,0.983,0.9706,0.8896,0.6467,-2.9672,561.5714,531.78,563.3262,303.7654,549.3801,65.1801,315.2916,306.0339,298.0855,0.4004,3.2883,2352.6873,45.6139,6242.0,1.7506
2557.5768,311.1,308.3479,0.9852,0.9786,0.9011,0.6164,-7.4764,567.7696,532.7298,564.3324,306.5883,555.9163,68.5163,313.7726,304.8498,298.3155,0.3847,3.1594,2299.9924,34.0012,6183.0,1.7376
2557.7292,311.1,308.2128,0.9857,0.9814,0.8792,0.5864,-4.3597,574.4885,537.8799,569.7881,305.7644,551.0378,74.2859,313.2409,302.18,297.7349,0.3703,3.4371,2306.1748,33.0918,6241.0,1.7591
2557.8816,311.1,308.3479,0.9836,0.9774,0.9143,0.5715,1.42,579.7164,548.2865,580.136,304.9778,545.7946,74.9532,314.0392,302.444,297.0822,0.3764,3.5654,2343.301,24.186,6176.0,1.7978
2558.034,311.1,308.7718,0.9766,0.9691,0.8892,0.6341,5.4637,595.4576,545.0914,576.7553,301.425,539.3167,75.5092,313.9138,303.6559,297.2585,0.3865,3.7869,2369.3975,34.9652,6093.0,1.8084
2558.1864,311.1,308.2722,0.9761,0.9614,0.8618,0.6373,2.9171,585.5425,543.317,574.8778,299.4841,533.6671,70.8909,314.2689,299.9198,298.8686,0.3723,3.4432,2360.6245,38.034,6220.0,1.8142
2558.3388,311.1,308.0694,0.9766,0.9571,0.8698,0.6521,-0.8437,570.191,535.1711,566.9186,300.8658,538.0738,71.2245,316.7478,304.8241,299.6522,0.3749,3.4312,2354.844,32.2533,6251.0,1.7788
2558.4912,311.1,307.7972,0.9803,0.957,0.8909,0.6342,-0.414,567.4202,536.6006,566.8716,302.4499,544.5348,67.221,316.7865,304.6175,299.4485,0.3613,3.5295,2373.2756,30.0402,6329.0,1.7742
2558.6436,311.1,307.9023,0.9754,0.9608,0.9158,0.6726,-0.1726,566.4954,537.4452,567.7638,307.0134,547.6416,66.0566,315.3779,305.2823,298.8192,0.3251,3.8436,2382.9319,43.9435,6311.0,1.7506
2558.796,311.1,307.6796,0.9646,0.9517,0.9341,0.7061,-3.161,558.7206,537.2173,567.523,310.3118,552.2523,55.7929,315.0482,303.5503,298.8192,0.3715,3.5809,2333.6145,40.9402,6239.0,1.7312
2558.9484,311.1,308.4028,0.9679,0.9564,0.9435,0.7249,-6.8483,563.5316,541.6874,573.8214,310.9089,555.958,48.4532,314.1349,304.7577,299.5763,0.3511,3.0688,2241.8467,32.9001,6290.0,1.7423
2559.1008,311.1,307.2585,0.9767,0.9692,0.9572,0.725,-9.5186,597.4976,568.1588,599.7031,313.4331,558.8926,43.1153,312.7709,305.9261,298.3155,0.3246,2.7612,2180.4236,32.7109,6309.0,1.8127
2559.2532,311.1,307.6191,0.9828,0.9765,0.9745,0.7061,-10.1987,601.7745,568.9989,600.59,313.5345,558.9717,44.4825,312.4039,305.8759,297.8665,0.3443,2.5865,2160.9714,38.0814,6193.0,1.8148
2559.4056,311.1,307.7353,0.9853,0.9789,0.9715,0.6905,-8.7647,601.0998,571.3948,603.1188,314.5068,559.7817,45.7319,313.1068,305.7579,298.2613,0.3349,2.5694,2178.3806,45.8935,6189.0,1.8168
2559.558,311.1,308.0102,0.9833,0.976,0.9704,0.6796,-8.2506,605.2827,573.0496,606.3375,313.3259,563.2654,46.7328,313.0447,306.0229,298.3155,0.3345,2.6014,2187.9331,34.0203,6183.0,1.8289
2559.7104,311.1,307.3141,0.991,0.9854,0.9736,0.7357,-10.0036,608.4159,577.5093,609.1227,311.97,562.5366,44.9535,314.5368,305.0222,298.3465,0.3579,2.6229,2179.0933,37.8885,6117.0,1.8512
2559.8628,311.1,308.1023,0.9904,0.984,0.9721,0.7274,-9.7914,609.8804,578.3325,611.2805,310.8253,563.1242,46.1506,314.3156,305.6774,298.3155,0.37,2.5358,2162.2458,32.6117,6176.0,1.8606
2560.0152,311.1,308.0102,0.9866,0.9786,0.9532,0.7051,-8.2907,609.8771,578.4725,611.4285,311.1876,564.6609,45.1497,314.1968,306.0754,299.5763,0.3425,2.4665,2168.5071,31.4187,6153.0,1.8589
2560.1676,311.1,307.3697,0.9736,0.9733,0.9508,0.6781,-6.0385,605.3901,579.0098,610.7054,308.5125,561.0911,47.5963,314.1968,306.0754,299.5763,0.3147,2.4991,2215.7485,30.8191,6186.0,1.8768
2560.32,311.1,308.0102,0.9809,0.9717,0.9394,0.6449,-5.9576,600.8217,570.2883,603.4159,309.6415,563.0294,51.6324,314.3309,305.9504,298.7875,0.3508,2.7948,2285.2454,30.8253,6264.0,1.8418
2560.4724,311.1,307.6239,0.9805,0.9707,0.9313,0.6558,-5.6912,584.7244,562.739,593.9824,308.7563,564.3177,55.9695,314.5988,307.2074,299.5763,0.3765,2.9897,2332.0713,33.7481,6146.0,1.8226
2560.6248,311.1,307.6785,0.9786,0.9674,0.9491,0.6978,-6.599,600.1815,556.5179,587.416,305.4163,557.4616,61.5299,314.1731,307.1055,299.5263,0.3397,2.9381,2316.2598,28.9712,6176.0,1.8222
2560.7772,311.1,307.6239,0.969,0.9662,0.939,0.6808,-9.1211,594.9307,540.9526,571.4691,304.5267,549.3892,60.9411,314.5368,306.0818,300.2034,0.3624,2.7612,2295.8223,27.2097,6254.0,1.7764
2560.9296,311.1,307.6785,0.9708,0.9527,0.9152,0.6844,-12.9186,590.2682,539.2072,569.6252,305.1901,545.0224,62.3868,315.0723,301.8262,300.5915,0.3677,2.8903,2292.0303,35.4847,6183.0,1.7668
2561.082,311.1,308.158,0.974,0.9549,0.9146,0.7136,-8.3139,584.7472,537.6454,569.5397,302.7172,541.618,57.8273,315.1187,302.5946,300.0115,0.3564,3.3756,2329.4856,30.0331,6186.0,1.7761
2561.2344,311.1,307.6191,0.9725,0.9549,0.9339,0.6889,-4.2431,581.0758,539.7258,570.1731,303.4514,540.6069,52.7118,316.4582,302.5172,298.408,0.3801,4.1201,2360.0654,37.4592,6162.0,1.7786
2561.3868,311.1,307.791,0.9675,0.9637,0.9392,0.7095,-10.4064,580.3472,528.0519,557.8406,306.1646,540.8788,49.598,314.1111,303.4891,298.8192,0.3565,3.7158,2325.2859,40.5519,6082.0,1.7247
2561.5392,311.1,307.5597,0.9665,0.9649,0.9482,0.7153,-15.3587,579.2783,537.8965,568.2405,302.2131,544.2803,49.042,313.0391,303.6141,298.8192,0.3503,3.2315,2266.2427,37.3251,6153.0,1.7799
2561.6916,311.1,307.9023,0.9702,0.9704,0.977,0.7054,-17.3254,577.6592,567.2882,598.7843,305.3893,553.6782,51.8156,315.1663,303.5702,298.7708,0.3387,2.8564,2216.0918,31.6425,6083.0,1.8576
2561.844,311.1,308.1808,0.9742,0.9776,0.9604,0.7489,-16.9273,576.1749,569.2744,602.343,307.7097,555.9979,52.038,314.0628,302.9446,298.7708,0.313,2.8376,2204.4917,37.7896,6123.0,1.85
2561.9964,311.1,308.5456,0.9789,0.9744,0.9677,0.7348,-11.9564,597.7856,570.2952,603.4231,308.1818,552.1488,49.3691,314.246,302.4155,298.8968,0.3069,2.8031,2214.8076,35.3984,6204.0,1.8505
2562.1488,311.1,308.1534,0.9812,0.9736,0.962,0.686,-9.0141,598.607,565.5827,598.4368,308.4773,554.3651,47.0403,314.2427,301.1302,298.8968,0.3095,2.7732,2221.1062,29.1635,6050.0,1.8335
